shipment_id,date,departure_datetime,arrival_datetime,route_id,origin,destination,distance_km,route_complexity,driver_id,driver_experience,driver_rating,vehicle_id,customer_id,warehouse_id,cargo_type,weight_kg,freight_cost_usd,planned_hours,actual_hours,delay_hours,is_delayed,departure_hour,day_of_week,day_name,month,year,is_holiday,is_weekend,weather_score,traffic_index,processing_time_mins,on_time
SHP-009246,2023-12-04,2023-12-04 07:34:00,2023-12-05 00:33:27,R005,Johannesburg,Port Elizabeth,1060,3,DRV-119,6,3.8,TRK-039,CUST-0121,WH001,General Freight,5690.3,932.53,16.99,16.99,0.0,0,7,0,Monday,12,2023,0,0,1.15,1.307,18.8,1
SHP-009247,2023-12-04,2023-12-04 13:15:00,2023-12-05 05:22:40,R006,Cape Town,Johannesburg,1400,3,DRV-111,9,3.9,TRK-022,CUST-0146,WH002,FMCG,28000.0,1311.76,16.13,16.13,0.0,0,13,0,Monday,12,2023,0,0,1.0,1.008,14.3,1
SHP-009248,2023-12-04,2023-12-04 07:07:00,2023-12-05 08:01:57,R001,Johannesburg,Cape Town,1400,3,DRV-076,10,3.5,TRK-023,CUST-0104,WH003,General Freight,1420.5,1265.41,21.94,24.92,2.98,1,7,0,Monday,12,2023,0,0,1.15,1.371,10.7,0
SHP-009249,2023-12-04,2023-12-04 12:05:00,2023-12-04 19:33:08,R002,Johannesburg,Durban,560,2,DRV-040,13,3.5,TRK-028,CUST-0110,WH001,FMCG,28000.0,562.11,7.47,7.47,0.0,0,12,0,Monday,12,2023,0,0,1.15,1.067,10.0,1
SHP-009250,2023-12-04,2023-12-04 10:10:00,2023-12-05 05:37:21,R001,Johannesburg,Cape Town,1400,3,DRV-001,4,3.1,TRK-017,CUST-0165,WH002,Textiles,2526.3,1173.42,19.46,19.46,0.0,0,10,0,Monday,12,2023,0,0,1.15,1.216,19.5,1
SHP-009251,2023-12-04,2023-12-04 13:32:00,2023-12-05 05:56:00,R001,Johannesburg,Cape Town,1400,3,DRV-119,6,3.8,TRK-021,CUST-0060,WH003,Hazardous,26811.6,1341.14,16.4,16.4,0.0,0,13,0,Monday,12,2023,0,0,1.15,1.025,5.0,1
SHP-009252,2023-12-04,2023-12-04 10:24:00,2023-12-04 18:55:33,R007,Durban,Johannesburg,560,2,DRV-033,6,4.1,TRK-005,CUST-0059,WH003,Perishables,12314.2,549.65,8.53,8.53,0.0,0,10,0,Monday,12,2023,0,0,1.15,1.218,13.2,1
SHP-009253,2023-12-04,2023-12-04 17:30:00,2023-12-05 03:57:50,R004,Durban,Bloemfontein,620,3,DRV-074,1,3.2,TRK-008,CUST-0050,WH002,Hazardous,4108.3,619.53,10.46,10.46,0.0,0,17,0,Monday,12,2023,0,0,1.15,1.308,18.7,1
SHP-009254,2023-12-05,2023-12-05 09:30:00,2023-12-06 07:47:16,R006,Cape Town,Johannesburg,1400,3,DRV-056,13,3.8,TRK-019,CUST-0054,WH002,Perishables,3236.3,1258.42,22.29,22.29,0.0,0,9,1,Tuesday,12,2023,0,0,1.0,1.393,12.0,1
SHP-009255,2023-12-05,2023-12-05 13:09:00,2023-12-06 02:19:08,R005,Johannesburg,Port Elizabeth,1060,3,DRV-082,18,3.3,TRK-024,CUST-0199,WH001,Perishables,3341.5,943.74,13.17,13.17,0.0,0,13,1,Tuesday,12,2023,0,0,1.15,1.013,12.6,1
SHP-009256,2023-12-05,2023-12-05 09:44:00,2023-12-06 07:06:33,R001,Johannesburg,Cape Town,1400,3,DRV-096,3,4.0,TRK-027,CUST-0061,WH002,Hazardous,7456.4,1185.38,21.38,21.38,0.0,0,9,1,Tuesday,12,2023,0,0,1.15,1.336,19.3,1
SHP-009257,2023-12-05,2023-12-05 13:19:00,2023-12-06 09:09:02,R009,Bloemfontein,Cape Town,1000,2,DRV-036,18,3.4,TRK-022,CUST-0146,WH002,Automotive Parts,4442.8,859.83,12.02,19.83,7.81,1,13,1,Tuesday,12,2023,0,0,1.0,1.002,7.7,0
SHP-009258,2023-12-05,2023-12-05 13:58:00,2023-12-05 20:54:38,R002,Johannesburg,Durban,560,2,DRV-081,5,4.3,TRK-036,CUST-0195,WH003,Electronics,1837.8,566.58,6.94,6.94,0.0,0,13,1,Tuesday,12,2023,0,0,1.5,0.992,16.4,1
SHP-009259,2023-12-05,2023-12-05 08:17:00,2023-12-06 06:32:21,R001,Johannesburg,Cape Town,1400,3,DRV-103,12,3.8,TRK-030,CUST-0169,WH003,Automotive Parts,2168.0,1287.77,22.26,22.26,0.0,0,8,1,Tuesday,12,2023,0,0,1.15,1.391,18.8,1
SHP-009260,2023-12-05,2023-12-05 10:54:00,2023-12-05 21:12:18,R003,Cape Town,Port Elizabeth,770,2,DRV-050,8,5.0,TRK-006,CUST-0143,WH001,Perishables,28000.0,820.42,10.3,10.3,0.0,0,10,1,Tuesday,12,2023,0,0,1.0,1.145,16.6,1
SHP-009261,2023-12-05,2023-12-05 09:00:00,2023-12-06 06:39:57,R005,Johannesburg,Port Elizabeth,1060,3,DRV-012,6,4.4,TRK-051,CUST-0130,WH003,FMCG,14289.5,1023.76,18.62,21.67,3.05,1,9,1,Tuesday,12,2023,0,0,1.15,1.432,19.0,0
SHP-009262,2023-12-05,2023-12-05 12:31:00,2023-12-06 01:41:08,R008,Port Elizabeth,Johannesburg,1060,3,DRV-069,17,4.2,TRK-058,CUST-0126,WH003,Automotive Parts,4496.3,887.84,13.17,13.17,0.0,0,12,1,Tuesday,12,2023,0,0,1.0,1.013,11.0,1
SHP-009263,2023-12-05,2023-12-05 13:43:00,2023-12-06 05:11:19,R006,Cape Town,Johannesburg,1400,3,DRV-050,8,5.0,TRK-005,CUST-0176,WH001,Hazardous,1091.5,1209.32,15.47,15.47,0.0,0,13,1,Tuesday,12,2023,0,0,1.0,0.967,18.0,1
SHP-009264,2023-12-05,2023-12-05 13:35:00,2023-12-05 22:24:40,R004,Durban,Bloemfontein,620,3,DRV-051,5,4.0,TRK-038,CUST-0093,WH003,Hazardous,3785.6,549.61,7.89,8.83,0.94,1,13,1,Tuesday,12,2023,0,0,1.15,0.986,10.0,0
SHP-009265,2023-12-05,2023-12-05 11:46:00,2023-12-05 20:57:52,R003,Cape Town,Port Elizabeth,770,2,DRV-111,9,3.9,TRK-032,CUST-0120,WH001,Hazardous,28000.0,720.95,9.2,9.2,0.0,0,11,1,Tuesday,12,2023,0,0,1.0,1.022,14.9,1
SHP-009266,2023-12-05,2023-12-05 09:07:00,2023-12-05 21:49:28,R003,Cape Town,Port Elizabeth,770,2,DRV-088,12,3.9,TRK-024,CUST-0068,WH001,Automotive Parts,15773.3,727.85,12.71,12.71,0.0,0,9,1,Tuesday,12,2023,0,0,1.0,1.412,12.8,1
SHP-009267,2023-12-05,2023-12-05 14:31:00,2023-12-05 21:25:07,R007,Durban,Johannesburg,560,2,DRV-041,7,4.8,TRK-013,CUST-0146,WH001,General Freight,1251.1,523.59,6.9,6.9,0.0,0,14,1,Tuesday,12,2023,0,0,1.15,0.986,8.8,1
SHP-009268,2023-12-05,2023-12-05 14:04:00,2023-12-06 07:42:42,R005,Johannesburg,Port Elizabeth,1060,3,DRV-097,9,4.3,TRK-057,CUST-0113,WH002,General Freight,6132.7,999.91,12.94,17.64,4.71,1,14,1,Tuesday,12,2023,0,0,1.15,0.995,13.2,0
SHP-009269,2023-12-06,2023-12-06 17:04:00,2023-12-07 03:49:07,R004,Durban,Bloemfontein,620,3,DRV-090,8,3.4,TRK-010,CUST-0162,WH003,Textiles,4912.2,600.46,10.75,10.75,0.0,0,17,2,Wednesday,12,2023,0,0,1.15,1.344,20.1,1
SHP-009270,2023-12-06,2023-12-06 13:16:00,2023-12-06 18:37:18,R010,Johannesburg,Bloemfontein,400,1,DRV-077,8,4.8,TRK-057,CUST-0099,WH002,Hazardous,1434.7,361.44,4.75,5.35,0.6,1,13,2,Wednesday,12,2023,0,0,1.15,0.951,15.6,0
SHP-009271,2023-12-06,2023-12-06 00:19:00,2023-12-06 07:44:12,R007,Durban,Johannesburg,560,2,DRV-118,13,4.8,TRK-053,CUST-0096,WH001,Perishables,8733.2,584.73,7.42,7.42,0.0,0,0,2,Wednesday,12,2023,0,0,1.15,1.06,9.3,1
SHP-009272,2023-12-06,2023-12-06 11:19:00,2023-12-07 06:28:18,R002,Johannesburg,Durban,560,2,DRV-081,5,4.3,TRK-009,CUST-0156,WH001,Automotive Parts,6371.9,591.8,7.31,19.16,11.84,1,11,2,Wednesday,12,2023,0,0,1.15,1.045,17.6,0
SHP-009273,2023-12-06,2023-12-06 03:13:00,2023-12-06 15:51:52,R009,Bloemfontein,Cape Town,1000,2,DRV-097,9,4.3,TRK-053,CUST-0121,WH002,Perishables,5106.2,879.41,12.65,12.65,0.0,0,3,2,Wednesday,12,2023,0,0,1.35,1.054,14.0,1
SHP-009274,2023-12-06,2023-12-06 14:46:00,2023-12-07 02:56:48,R009,Bloemfontein,Cape Town,1000,2,DRV-128,19,4.0,TRK-057,CUST-0135,WH002,Electronics,500.0,814.34,12.18,12.18,0.0,0,14,2,Wednesday,12,2023,0,0,1.0,1.015,19.3,1
SHP-009275,2023-12-06,2023-12-06 08:29:00,2023-12-07 02:47:21,R004,Durban,Bloemfontein,620,3,DRV-038,2,3.5,TRK-038,CUST-0141,WH002,Textiles,3361.5,510.6,10.5,18.31,7.81,1,8,2,Wednesday,12,2023,0,0,1.15,1.312,13.2,0
SHP-009276,2023-12-06,2023-12-06 12:32:00,2023-12-07 04:42:04,R009,Bloemfontein,Cape Town,1000,2,DRV-041,7,4.8,TRK-042,CUST-0147,WH003,Textiles,3667.7,901.56,12.65,16.17,3.52,1,12,2,Wednesday,12,2023,0,0,1.35,1.054,10.9,0
SHP-009277,2023-12-06,2023-12-06 00:27:00,2023-12-06 08:44:45,R004,Durban,Bloemfontein,620,3,DRV-117,16,4.0,TRK-027,CUST-0192,WH002,Automotive Parts,25848.2,629.0,8.3,8.3,0.0,0,0,2,Wednesday,12,2023,0,0,1.15,1.037,5.1,1
SHP-009278,2023-12-06,2023-12-06 12:18:00,2023-12-06 23:58:33,R009,Bloemfontein,Cape Town,1000,2,DRV-069,17,4.2,TRK-038,CUST-0057,WH003,General Freight,1565.6,951.66,11.68,11.68,0.0,0,12,2,Wednesday,12,2023,0,0,1.0,0.973,12.7,1
SHP-009279,2023-12-06,2023-12-06 12:09:00,2023-12-06 19:50:09,R002,Johannesburg,Durban,560,2,DRV-066,6,4.0,TRK-059,CUST-0031,WH003,FMCG,28000.0,555.22,7.69,7.69,0.0,0,12,2,Wednesday,12,2023,0,0,1.15,1.098,16.8,1
SHP-009280,2023-12-06,2023-12-06 12:13:00,2023-12-06 19:26:51,R007,Durban,Johannesburg,560,2,DRV-118,13,4.8,TRK-050,CUST-0136,WH003,Perishables,688.4,523.18,7.23,7.23,0.0,0,12,2,Wednesday,12,2023,0,0,1.15,1.033,13.5,1
SHP-009281,2023-12-06,2023-12-06 08:18:00,2023-12-06 17:24:25,R002,Johannesburg,Durban,560,2,DRV-077,8,4.8,TRK-038,CUST-0178,WH001,Electronics,11679.6,484.71,9.11,9.11,0.0,0,8,2,Wednesday,12,2023,0,0,1.15,1.301,22.9,1
SHP-009282,2023-12-06,2023-12-06 20:28:00,2023-12-07 03:22:32,R007,Durban,Johannesburg,560,2,DRV-066,6,4.0,TRK-046,CUST-0107,WH002,Textiles,3269.2,571.94,6.91,6.91,0.0,0,20,2,Wednesday,12,2023,0,0,1.15,0.987,9.3,1
SHP-009283,2023-12-06,2023-12-06 14:11:00,2023-12-06 23:51:30,R003,Cape Town,Port Elizabeth,770,2,DRV-107,11,4.6,TRK-009,CUST-0078,WH001,Automotive Parts,7236.1,660.16,9.67,9.67,0.0,0,14,2,Wednesday,12,2023,0,0,1.0,1.075,13.8,1
SHP-009284,2023-12-07,2023-12-07 08:46:00,2023-12-08 08:46:43,R008,Port Elizabeth,Johannesburg,1060,3,DRV-028,15,4.3,TRK-058,CUST-0020,WH001,Hazardous,9310.0,1021.87,17.86,24.01,6.15,1,8,3,Thursday,12,2023,0,0,1.0,1.374,15.3,0
SHP-009285,2023-12-07,2023-12-07 16:23:00,2023-12-08 12:48:26,R009,Bloemfontein,Cape Town,1000,2,DRV-029,12,3.3,TRK-055,CUST-0141,WH001,General Freight,28000.0,961.28,16.1,20.42,4.32,1,16,3,Thursday,12,2023,0,0,1.0,1.342,12.8,0
SHP-009286,2023-12-07,2023-12-07 15:43:00,2023-12-08 07:09:38,R008,Port Elizabeth,Johannesburg,1060,3,DRV-018,2,4.5,TRK-018,CUST-0004,WH001,Hazardous,1130.8,975.8,15.44,15.44,0.0,0,15,3,Thursday,12,2023,0,0,1.0,1.188,15.3,1
SHP-009287,2023-12-07,2023-12-07 10:11:00,2023-12-08 01:02:21,R009,Bloemfontein,Cape Town,1000,2,DRV-005,14,3.1,TRK-019,CUST-0008,WH002,General Freight,1056.2,844.9,14.86,14.86,0.0,0,10,3,Thursday,12,2023,0,0,1.0,1.238,9.5,1
SHP-009288,2023-12-07,2023-12-07 12:32:00,2023-12-08 04:19:31,R001,Johannesburg,Cape Town,1400,3,DRV-104,15,4.7,TRK-032,CUST-0155,WH002,Perishables,1832.6,1224.47,15.79,15.79,0.0,0,12,3,Thursday,12,2023,0,0,1.15,0.987,9.0,1
SHP-009289,2023-12-07,2023-12-07 00:20:00,2023-12-07 17:33:55,R001,Johannesburg,Cape Town,1400,3,DRV-111,9,3.9,TRK-046,CUST-0158,WH001,Electronics,19975.8,1207.7,17.23,17.23,0.0,0,0,3,Thursday,12,2023,0,0,1.15,1.077,14.2,1
SHP-009290,2023-12-07,2023-12-07 15:31:00,2023-12-08 04:50:04,R004,Durban,Bloemfontein,620,3,DRV-114,18,4.7,TRK-060,CUST-0103,WH002,FMCG,568.1,513.61,9.93,13.32,3.39,1,15,3,Thursday,12,2023,0,0,1.15,1.241,10.1,0
SHP-009291,2023-12-07,2023-12-07 22:25:00,2023-12-08 13:54:16,R001,Johannesburg,Cape Town,1400,3,DRV-002,9,3.5,TRK-031,CUST-0077,WH001,Electronics,5407.9,1285.86,15.49,15.49,0.0,0,22,3,Thursday,12,2023,0,0,1.15,0.968,13.4,1
SHP-009292,2023-12-07,2023-12-07 12:24:00,2023-12-07 19:58:51,R007,Durban,Johannesburg,560,2,DRV-055,14,4.2,TRK-060,CUST-0094,WH003,Automotive Parts,9168.8,464.59,7.58,7.58,0.0,0,12,3,Thursday,12,2023,0,0,1.15,1.083,13.4,1
SHP-009293,2023-12-07,2023-12-07 10:15:00,2023-12-07 17:26:24,R010,Johannesburg,Bloemfontein,400,1,DRV-112,3,3.9,TRK-057,CUST-0065,WH001,FMCG,2446.1,335.54,5.83,7.19,1.36,1,10,3,Thursday,12,2023,0,0,1.15,1.166,17.4,0
SHP-009294,2023-12-08,2023-12-08 15:09:00,2023-12-09 00:52:01,R002,Johannesburg,Durban,560,2,DRV-003,5,4.5,TRK-026,CUST-0023,WH003,Perishables,11879.4,528.97,8.83,9.72,0.89,1,15,4,Friday,12,2023,0,0,1.15,1.261,14.1,0
SHP-009295,2023-12-08,2023-12-08 20:04:00,2023-12-09 02:02:12,R010,Johannesburg,Bloemfontein,400,1,DRV-058,18,4.7,TRK-018,CUST-0181,WH003,General Freight,10514.0,432.09,5.97,5.97,0.0,0,20,4,Friday,12,2023,0,0,1.15,1.194,16.5,1
SHP-009296,2023-12-08,2023-12-08 15:56:00,2023-12-09 11:14:43,R006,Cape Town,Johannesburg,1400,3,DRV-023,12,4.2,TRK-018,CUST-0087,WH002,Textiles,500.0,1146.4,19.31,19.31,0.0,0,15,4,Friday,12,2023,0,0,1.0,1.207,9.4,1
SHP-009297,2023-12-08,2023-12-08 12:57:00,2023-12-08 22:11:02,R004,Durban,Bloemfontein,620,3,DRV-120,13,3.5,TRK-029,CUST-0022,WH001,Textiles,1773.6,486.53,8.7,9.23,0.53,1,12,4,Friday,12,2023,0,0,1.15,1.088,18.1,0
SHP-009298,2023-12-08,2023-12-08 08:00:00,2023-12-09 06:40:19,R006,Cape Town,Johannesburg,1400,3,DRV-032,3,4.2,TRK-012,CUST-0096,WH001,FMCG,1430.3,1246.61,22.67,22.67,0.0,0,8,4,Friday,12,2023,0,0,1.0,1.417,6.7,1
SHP-009299,2023-12-08,2023-12-08 07:58:00,2023-12-08 23:49:57,R002,Johannesburg,Durban,560,2,DRV-115,3,4.9,TRK-059,CUST-0060,WH003,Electronics,3635.4,453.95,10.07,15.87,5.8,1,7,4,Friday,12,2023,0,0,1.15,1.438,11.2,0
SHP-009300,2023-12-08,2023-12-08 15:46:00,2023-12-09 13:20:04,R001,Johannesburg,Cape Town,1400,3,DRV-041,7,4.8,TRK-003,CUST-0153,WH001,Perishables,5470.0,1263.57,21.57,21.57,0.0,0,15,4,Friday,12,2023,0,0,1.15,1.348,14.8,1
SHP-009301,2023-12-08,2023-12-08 23:20:00,2023-12-09 13:25:16,R009,Bloemfontein,Cape Town,1000,2,DRV-108,4,3.5,TRK-013,CUST-0176,WH003,Textiles,12936.0,978.39,14.09,14.09,0.0,0,23,4,Friday,12,2023,0,0,1.0,1.174,17.2,1
SHP-009302,2023-12-08,2023-12-08 18:11:00,2023-12-09 13:45:40,R008,Port Elizabeth,Johannesburg,1060,3,DRV-081,5,4.3,TRK-017,CUST-0049,WH002,FMCG,500.0,862.11,19.58,19.58,0.0,0,18,4,Friday,12,2023,0,0,1.0,1.506,13.4,1
SHP-009303,2023-12-08,2023-12-08 06:47:00,2023-12-08 18:34:56,R003,Cape Town,Port Elizabeth,770,2,DRV-083,17,4.7,TRK-047,CUST-0045,WH003,General Freight,25872.1,823.29,11.8,11.8,0.0,0,6,4,Friday,12,2023,0,0,1.0,1.311,12.2,1
SHP-009304,2023-12-08,2023-12-08 11:17:00,2023-12-08 17:05:36,R010,Johannesburg,Bloemfontein,400,1,DRV-113,18,3.2,TRK-046,CUST-0049,WH002,Textiles,19285.1,426.63,5.81,5.81,0.0,0,11,4,Friday,12,2023,0,0,1.5,1.162,12.8,1
SHP-009305,2023-12-08,2023-12-08 08:54:00,2023-12-09 07:30:28,R001,Johannesburg,Cape Town,1400,3,DRV-072,17,4.8,TRK-013,CUST-0132,WH002,Electronics,6062.7,1222.65,22.61,22.61,0.0,0,8,4,Friday,12,2023,0,0,1.15,1.413,9.5,1
SHP-009306,2023-12-08,2023-12-08 14:52:00,2023-12-09 11:51:02,R001,Johannesburg,Cape Town,1400,3,DRV-082,18,3.3,TRK-013,CUST-0158,WH001,General Freight,5354.0,1234.71,18.14,20.98,2.84,1,14,4,Friday,12,2023,0,0,1.15,1.134,7.7,0
SHP-009307,2023-12-09,2023-12-09 17:26:00,2023-12-10 02:06:48,R004,Durban,Bloemfontein,620,3,DRV-106,4,3.1,TRK-044,CUST-0193,WH003,FMCG,5071.8,553.66,8.68,8.68,0.0,0,17,5,Saturday,12,2023,0,1,1.15,1.085,17.5,1
SHP-009308,2023-12-09,2023-12-09 01:59:00,2023-12-09 08:51:26,R007,Durban,Johannesburg,560,2,DRV-062,11,3.2,TRK-013,CUST-0012,WH003,FMCG,7855.8,578.61,6.87,6.87,0.0,0,1,5,Saturday,12,2023,0,1,1.15,0.982,9.8,1
SHP-009309,2023-12-09,2023-12-09 23:47:00,2023-12-10 13:39:15,R008,Port Elizabeth,Johannesburg,1060,3,DRV-108,4,3.5,TRK-040,CUST-0129,WH002,Electronics,3128.3,920.02,13.87,13.87,0.0,0,23,5,Saturday,12,2023,0,1,1.0,1.067,14.3,1
SHP-009310,2023-12-09,2023-12-09 15:04:00,2023-12-09 22:17:26,R007,Durban,Johannesburg,560,2,DRV-006,3,3.4,TRK-045,CUST-0102,WH002,Perishables,3011.7,548.97,7.22,7.22,0.0,0,15,5,Saturday,12,2023,0,1,1.5,1.032,11.5,1
SHP-009311,2023-12-09,2023-12-09 10:27:00,2023-12-10 02:36:36,R001,Johannesburg,Cape Town,1400,3,DRV-019,18,3.2,TRK-043,CUST-0117,WH002,FMCG,500.0,1277.65,16.16,16.16,0.0,0,10,5,Saturday,12,2023,0,1,1.15,1.01,10.9,1
SHP-009312,2023-12-09,2023-12-09 08:48:00,2023-12-09 14:04:48,R010,Johannesburg,Bloemfontein,400,1,DRV-123,16,3.3,TRK-013,CUST-0166,WH001,General Freight,6643.3,395.01,5.28,5.28,0.0,0,8,5,Saturday,12,2023,0,1,1.15,1.056,17.5,1
SHP-009313,2023-12-09,2023-12-09 13:54:00,2023-12-09 21:16:40,R007,Durban,Johannesburg,560,2,DRV-100,8,4.6,TRK-011,CUST-0102,WH002,Automotive Parts,5385.1,503.6,7.38,7.38,0.0,0,13,5,Saturday,12,2023,0,1,1.15,1.054,18.2,1
SHP-009314,2023-12-09,2023-12-09 12:22:00,2023-12-09 17:29:48,R010,Johannesburg,Bloemfontein,400,1,DRV-101,14,3.4,TRK-042,CUST-0036,WH003,General Freight,4472.6,307.41,5.13,5.13,0.0,0,12,5,Saturday,12,2023,0,1,1.15,1.026,10.5,1
SHP-009315,2023-12-09,2023-12-09 14:05:00,2023-12-10 01:53:28,R009,Bloemfontein,Cape Town,1000,2,DRV-029,12,3.3,TRK-047,CUST-0044,WH001,Hazardous,2782.7,883.26,11.81,11.81,0.0,0,14,5,Saturday,12,2023,0,1,1.0,0.984,16.0,1
SHP-009316,2023-12-10,2023-12-10 20:35:00,2023-12-11 10:39:44,R008,Port Elizabeth,Johannesburg,1060,3,DRV-013,11,3.6,TRK-037,CUST-0068,WH002,General Freight,3562.8,990.26,14.08,14.08,0.0,0,20,6,Sunday,12,2023,0,1,1.0,1.083,11.4,1
SHP-009317,2023-12-10,2023-12-10 11:52:00,2023-12-11 02:54:56,R008,Port Elizabeth,Johannesburg,1060,3,DRV-049,19,3.8,TRK-053,CUST-0109,WH002,Perishables,1945.7,878.32,13.82,15.05,1.23,1,11,6,Sunday,12,2023,0,1,1.0,1.063,12.4,0
SHP-009318,2023-12-10,2023-12-10 11:20:00,2023-12-10 23:30:04,R009,Bloemfontein,Cape Town,1000,2,DRV-049,19,3.8,TRK-050,CUST-0099,WH001,General Freight,13147.7,984.92,12.17,12.17,0.0,0,11,6,Sunday,12,2023,0,1,1.0,1.014,9.5,1
SHP-009319,2023-12-10,2023-12-10 14:29:00,2023-12-11 00:04:16,R004,Durban,Bloemfontein,620,3,DRV-025,8,4.5,TRK-017,CUST-0023,WH001,Textiles,10101.9,525.74,8.37,9.59,1.22,1,14,6,Sunday,12,2023,0,1,1.15,1.046,22.8,0
SHP-009320,2023-12-11,2023-12-11 11:35:00,2023-12-11 23:14:54,R003,Cape Town,Port Elizabeth,770,2,DRV-110,5,3.8,TRK-017,CUST-0016,WH001,Hazardous,5822.0,685.63,9.67,11.66,1.99,1,11,0,Monday,12,2023,0,0,1.0,1.075,7.4,0
SHP-009321,2023-12-11,2023-12-11 14:30:00,2023-12-11 22:36:14,R004,Durban,Bloemfontein,620,3,DRV-025,8,4.5,TRK-022,CUST-0170,WH002,General Freight,4598.5,492.55,8.1,8.1,0.0,0,14,0,Monday,12,2023,0,0,1.15,1.013,12.5,1
SHP-009322,2023-12-11,2023-12-11 21:40:00,2023-12-12 13:02:37,R008,Port Elizabeth,Johannesburg,1060,3,DRV-021,10,4.7,TRK-012,CUST-0020,WH001,General Freight,2471.9,882.4,13.25,15.38,2.13,1,21,0,Monday,12,2023,0,0,1.0,1.019,11.0,0
SHP-009323,2023-12-11,2023-12-11 20:07:00,2023-12-12 09:07:00,R008,Port Elizabeth,Johannesburg,1060,3,DRV-007,17,4.2,TRK-034,CUST-0060,WH002,Automotive Parts,2479.8,968.94,13.0,13.0,0.0,0,20,0,Monday,12,2023,0,0,1.0,1.0,5.6,1
SHP-009324,2023-12-11,2023-12-11 19:40:00,2023-12-12 14:43:00,R005,Johannesburg,Port Elizabeth,1060,3,DRV-129,17,3.3,TRK-029,CUST-0025,WH002,Perishables,8342.0,946.07,15.34,19.05,3.71,1,19,0,Monday,12,2023,0,0,1.5,1.18,14.6,0
SHP-009325,2023-12-11,2023-12-11 09:48:00,2023-12-12 06:56:09,R006,Cape Town,Johannesburg,1400,3,DRV-117,16,4.0,TRK-041,CUST-0022,WH003,Perishables,7504.8,1296.23,21.14,21.14,0.0,0,9,0,Monday,12,2023,0,0,1.0,1.321,15.7,1
SHP-009326,2023-12-11,2023-12-11 10:56:00,2023-12-12 06:34:52,R006,Cape Town,Johannesburg,1400,3,DRV-128,19,4.0,TRK-028,CUST-0179,WH003,Textiles,14152.3,1224.14,19.65,19.65,0.0,0,10,0,Monday,12,2023,0,0,1.0,1.228,15.1,1
SHP-009327,2023-12-11,2023-12-11 09:05:00,2023-12-11 18:47:32,R002,Johannesburg,Durban,560,2,DRV-074,1,3.2,TRK-011,CUST-0048,WH003,Perishables,6437.4,453.65,9.71,9.71,0.0,0,9,0,Monday,12,2023,0,0,1.15,1.387,14.2,1
SHP-009328,2023-12-11,2023-12-11 17:42:00,2023-12-12 10:46:08,R008,Port Elizabeth,Johannesburg,1060,3,DRV-065,9,4.9,TRK-008,CUST-0199,WH003,Electronics,4162.6,993.57,17.07,17.07,0.0,0,17,0,Monday,12,2023,0,0,1.0,1.313,10.4,1
SHP-009329,2023-12-11,2023-12-11 07:07:00,2023-12-12 17:26:33,R001,Johannesburg,Cape Town,1400,3,DRV-123,16,3.3,TRK-017,CUST-0200,WH003,General Freight,26707.4,1359.26,22.02,34.33,12.31,1,7,0,Monday,12,2023,0,0,1.15,1.376,11.2,0
SHP-009330,2023-12-11,2023-12-11 09:33:00,2023-12-11 22:34:22,R003,Cape Town,Port Elizabeth,770,2,DRV-105,2,4.3,TRK-037,CUST-0144,WH001,FMCG,4013.4,704.72,13.02,13.02,0.0,0,9,0,Monday,12,2023,0,0,1.0,1.447,16.5,1
SHP-009331,2023-12-11,2023-12-11 11:48:00,2023-12-11 19:11:31,R007,Durban,Johannesburg,560,2,DRV-048,19,3.9,TRK-021,CUST-0199,WH002,General Freight,7196.9,578.03,7.39,7.39,0.0,0,11,0,Monday,12,2023,0,0,1.15,1.056,16.2,1
SHP-009332,2023-12-11,2023-12-11 12:07:00,2023-12-11 17:02:30,R010,Johannesburg,Bloemfontein,400,1,DRV-101,14,3.4,TRK-016,CUST-0020,WH002,Electronics,9323.0,336.43,4.92,4.92,0.0,0,12,0,Monday,12,2023,0,0,1.15,0.985,16.1,1
SHP-009333,2023-12-11,2023-12-11 08:44:00,2023-12-11 17:57:08,R002,Johannesburg,Durban,560,2,DRV-046,5,3.5,TRK-027,CUST-0130,WH002,Perishables,3172.3,500.91,9.22,9.22,0.0,0,8,0,Monday,12,2023,0,0,1.15,1.317,11.2,1
SHP-009334,2023-12-11,2023-12-11 16:19:00,2023-12-12 14:31:28,R001,Johannesburg,Cape Town,1400,3,DRV-012,6,4.4,TRK-023,CUST-0172,WH002,Automotive Parts,5793.9,1203.48,22.21,22.21,0.0,0,16,0,Monday,12,2023,0,0,1.15,1.388,20.0,1
SHP-009335,2023-12-11,2023-12-11 20:50:00,2023-12-12 12:31:45,R006,Cape Town,Johannesburg,1400,3,DRV-063,14,3.3,TRK-007,CUST-0028,WH001,General Freight,4770.3,1289.04,15.7,15.7,0.0,0,20,0,Monday,12,2023,0,0,1.0,0.981,16.4,1
SHP-009336,2023-12-11,2023-12-11 14:35:00,2023-12-12 07:58:31,R001,Johannesburg,Cape Town,1400,3,DRV-124,10,3.4,TRK-020,CUST-0032,WH003,Automotive Parts,5624.7,1224.65,17.39,17.39,0.0,0,14,0,Monday,12,2023,0,0,1.15,1.087,22.1,1
